CustomerID,Nb_Total_Cdes,Nb_Total_Articles,Nb_Dates_Distinctes_Cdes,Mnt_Moyen_Articles_Unitaires,Mnt_Moyen_Cdes,Nb_Moyen_Article_par_Cdes,Nb_Moyen_Article_Diff_par_Cdes,mois_moyen,jour_moyen,heure_moyen,Nb_Jour_Depuis_Derniere_Cde,Nb_Jour_Entre_2_Cdes,Mnt_Total_Cdes,Nb_Moyen_Article_par_Ref_par_Cde,Date_Der_Cde,Cluster_KM_V2
12367.0,1,173,1,3.2,168.9,173.0,11.0,12,5,16,4,0.0,168.9,15.727272727272727,2011-12-05 16:48:00,3
12370.0,4,2353,4,2.8002994011976043,886.4225000000001,588.25,41.5,9,15,11,51,77.0,3545.6899999999982,13.016713850174215,2011-10-19 14:51:00,4
12371.0,2,591,2,3.8742857142857146,943.98,295.5,31.5,10,18,10,44,7.0,1887.9600000000007,9.193548387096774,2011-10-26 10:16:00,3
12372.0,3,794,3,3.0013461538461548,432.68,264.6666666666667,17.333333333333332,5,18,11,71,74.66666666666667,1298.0400000000004,15.368960863697708,2011-09-29 12:12:00,4
12373.0,1,197,1,4.582142857142856,364.6,197.0,14.0,2,1,13,311,0.0,364.6,14.071428571428573,2011-02-01 13:10:00,0
12374.0,1,342,1,4.21969696969697,742.93,342.0,33.0,11,14,15,25,0.0,742.93,10.363636363636363,2011-11-14 15:37:00,3
12375.0,2,178,2,6.912941176470588,228.75000000000003,89.0,8.5,10,15,12,10,43.5,457.50000000000017,11.537878787878787,2011-11-29 10:36:00,3
12377.0,2,944,2,2.7188311688311675,814.0599999999997,472.0,38.5,6,24,12,315,19.5,1628.1199999999994,12.023255813953488,2011-01-28 15:45:00,0
12378.0,1,2529,1,2.9974429223744297,4008.6200000000013,2529.0,219.0,8,2,10,129,0.0,4008.6200000000013,11.547945205479452,2011-08-02 10:34:00,3
12379.0,2,407,2,2.8662500000000017,426.12,203.5,20.0,7,20,13,81,44.0,852.2399999999997,10.175,2011-09-19 10:09:00,4
12380.0,4,1127,4,3.378653846153845,681.2025,281.75,26.0,9,15,12,21,40.5,2724.81,11.745491312467015,2011-11-18 11:27:00,4
12381.0,5,808,5,4.683218390804597,369.06199999999995,161.6,17.4,10,9,12,4,22.6,1845.3100000000006,6.6858294930875575,2011-12-05 12:44:00,3
12383.0,5,1532,5,3.0869696969696965,370.112,306.4,19.8,5,14,11,184,33.0,1850.56,11.295460621912234,2011-06-08 08:02:00,0
12384.0,2,126,2,7.879259259259257,292.635,63.0,13.5,9,10,9,28,46.0,585.2700000000002,4.675824175824176,2011-11-11 08:39:00,4
12386.0,2,354,2,2.391,200.95,177.0,5.0,6,7,10,337,14.5,401.9,48.375,2011-01-06 12:37:00,0
12388.0,6,1462,6,2.7776999999999985,463.4433333333334,243.66666666666663,16.666666666666668,5,16,12,15,51.5,2780.6600000000008,14.647987392724236,2011-11-24 12:30:00,4
12390.0,1,353,1,3.9968750000000006,549.8399999999998,353.0,32.0,9,21,9,79,0.0,549.8399999999998,11.03125,2011-09-21 09:33:00,3
12391.0,1,300,1,2.4599,460.88999999999993,300.0,92.0,11,18,12,21,0.0,460.88999999999993,3.260869565217391,2011-11-18 12:07:00,3
12393.0,4,816,4,2.279687500000001,395.65,204.0,15.75,3,15,11,72,64.75,1582.6000000000006,14.488196594427246,2011-09-28 15:41:00,4
12394.0,2,819,2,3.3707407407407417,636.24,409.5,13.5,7,6,11,63,76.5,1272.48,57.41666666666667,2011-10-07 08:08:00,4
12395.0,12,2118,11,3.9688461538461537,251.5525,176.5,13.0,8,13,14,19,28.83333333333333,3018.6299999999987,13.980080892619592,2011-11-20 15:21:00,4
12397.0,2,1263,2,3.468253968253965,1204.9499999999996,631.5,63.0,9,15,11,35,49.5,2409.9000000000005,10.019642857142856,2011-11-04 09:52:00,4
12398.0,1,1394,1,1.9927058823529415,1635.66,1394.0,85.0,10,25,10,45,0.0,1635.66,16.4,2011-10-25 10:27:00,3
12399.0,4,1178,4,2.1145762711864404,277.1625,294.5,14.75,5,13,11,119,35.5,1108.65,21.059469696969696,2011-08-12 13:15:00,4
12401.0,1,11,1,9.68,84.3,11.0,5.0,2,9,13,303,0.0,84.3,2.2,2011-02-09 13:50:00,0
12402.0,1,94,1,3.2909090909090906,225.6,94.0,11.0,1,20,13,323,0.0,225.6,8.545454545454545,2011-01-20 13:49:00,0
12403.0,1,96,1,7.080000000000001,427.7,96.0,5.0,10,21,10,49,0.0,427.7,19.2,2011-10-21 10:51:00,3
12405.0,1,857,1,3.54425925925926,1710.3900000000006,857.0,54.0,7,14,8,148,0.0,1710.3900000000006,15.870370370370368,2011-07-14 08:52:00,3
12406.0,2,1818,2,2.4870476190476167,1707.65,909.0,52.0,8,13,14,22,80.5,3415.300000000001,17.41220238095238,2011-11-17 19:22:00,4
12407.0,5,1416,5,3.2674025974025964,341.624,283.2,15.4,6,18,12,49,42.4,1708.1199999999994,26.984149184149185,2011-10-21 10:11:00,4
12408.0,5,1409,4,3.022857142857141,577.71,281.8,21.0,6,14,12,32,45.2,2888.550000000001,12.790368418731813,2011-11-07 12:27:00,4
12409.0,3,5551,3,3.574495412844036,3690.89,1850.333333333333,36.333333333333336,8,17,12,78,34.333333333333336,11072.670000000002,34.94034090909091,2011-09-22 10:38:00,4
12410.0,2,211,1,6.3353846153846165,346.665,105.5,13.0,2,4,10,308,0.0,693.3299999999998,5.613636363636363,2011-02-04 10:39:00,0
12412.0,3,829,3,2.7137704918032792,408.96,276.3333333333333,20.33333333333333,7,24,11,74,31.0,1226.88,13.779061624649858,2011-09-26 10:16:00,4
12413.0,3,286,3,4.7984210526315785,252.70000000000005,95.33333333333331,12.666666666666664,5,9,13,66,89.66666666666669,758.0999999999998,7.283333333333334,2011-10-04 09:00:00,4
12414.0,3,300,3,8.57,187.47000000000003,100.0,6.0,3,11,12,217,30.66666666666667,562.41,16.771428571428572,2011-05-06 14:51:00,0
12415.0,21,77670,16,2.9288826815642497,5948.310952380954,3698.571428571429,34.09523809523809,6,10,12,24,15.15,124914.52999999975,131.4315981746658,2011-11-15 14:22:00,2
12417.0,9,1552,9,5.337916666666668,405.4555555555555,172.44444444444446,21.33333333333333,7,16,13,3,38.888888888888886,3649.1,7.784862683718518,2011-12-06 14:52:00,4
12418.0,1,407,1,3.564411764705884,668.5799999999998,407.0,34.0,8,19,11,112,0.0,668.5799999999998,11.970588235294118,2011-08-19 11:08:00,3
12420.0,1,345,1,4.7072413793103465,600.3900000000001,345.0,29.0,10,7,8,63,0.0,600.3900000000001,11.89655172413793,2011-10-07 08:55:00,3
12421.0,4,484,4,4.5202222222222215,201.76,121.0,11.25,6,21,11,15,75.25,807.0400000000003,10.682720057720056,2011-11-24 09:07:00,4
12422.0,3,370,3,3.2602564102564107,267.8533333333333,123.33333333333331,13.0,5,16,10,95,76.0,803.5599999999997,9.554843304843304,2011-09-05 09:48:00,4
12423.0,8,1339,8,2.913600000000001,232.41375000000005,167.375,15.625,6,16,9,0,43.625,1859.31,11.060892008318481,2011-12-09 10:10:00,4
12424.0,2,740,1,2.780666666666668,880.4800000000001,370.0,15.0,6,30,12,162,0.0,1760.9599999999996,26.422360248447205,2011-06-30 12:06:00,0
12425.0,1,496,1,2.5644444444444456,777.1999999999998,496.0,36.0,9,22,17,78,0.0,777.1999999999998,13.777777777777779,2011-09-22 17:31:00,3
12426.0,1,258,1,3.936333333333333,582.7299999999998,258.0,30.0,5,29,12,194,0.0,582.7299999999998,8.6,2011-05-29 12:26:00,0
12427.0,3,533,3,4.589032258064517,275.26666666666665,177.66666666666663,10.333333333333334,11,10,11,21,116.33333333333331,825.8000000000003,24.055555555555554,2011-11-18 08:56:00,4
12428.0,9,3536,7,4.627414965986397,884.0511111111111,392.88888888888886,32.666666666666664,5,10,11,25,28.33333333333333,7956.460000000004,12.620621991486654,2011-11-14 08:22:00,4
12429.0,4,1557,4,3.630721649484533,937.6,389.25,24.25,8,21,13,9,88.75,3750.400000000001,16.160814632366353,2011-11-30 17:22:00,4
12430.0,1,117,1,6.2254545454545465,256.4,117.0,11.0,10,27,15,43,0.0,256.4,10.636363636363637,2011-10-27 15:09:00,3
12431.0,15,2918,14,3.7690254237288183,432.4966666666667,194.53333333333333,15.666666666666664,7,15,11,35,22.13333333333333,6487.449999999999,27.18688661137084,2011-11-04 11:55:00,4
12432.0,5,1801,3,10.550833333333337,1011.864,360.2,21.6,7,23,12,42,25.6,5059.3200000000015,12.125359801488836,2011-10-28 11:43:00,4
12433.0,7,11071,6,2.192738095238097,1910.838571428572,1581.571428571429,60.0,11,13,12,0,52.85714285714285,13375.869999999994,24.38114929199474,2011-12-09 10:02:00,4
12434.0,2,394,2,3.672599999999999,403.07,197.0,25.0,6,20,12,84,87.5,806.14,7.068014705882352,2011-09-16 12:38:00,4
12435.0,2,2055,2,5.479166666666668,3914.945,1027.5,18.0,6,19,8,79,94.0,7829.889999999998,57.71981424148606,2011-09-21 09:06:00,4
12436.0,1,211,1,5.2675,509.0100000000001,211.0,16.0,9,1,12,99,0.0,509.0100000000001,13.1875,2011-09-01 12:09:00,3
12437.0,18,2923,15,3.9925000000000015,275.0783333333333,162.38888888888889,11.111111111111109,6,15,13,1,17.88888888888889,4951.409999999997,14.584668281972206,2011-12-08 11:35:00,4
12438.0,2,1180,2,3.8948979591836728,1453.425,590.0,49.0,9,23,13,14,62.5,2906.850000000001,12.040816326530615,2011-11-25 13:28:00,4
12441.0,1,121,1,3.700909090909091,173.55,121.0,11.0,12,8,10,366,0.0,173.55,11.0,2010-12-08 10:45:00,0
12442.0,1,182,1,3.34,172.06,182.0,12.0,12,6,14,3,0.0,172.06,15.166666666666664,2011-12-06 14:22:00,3
12444.0,5,1155,5,6.322768361581929,1001.092,231.0,35.2,8,15,11,21,29.8,5005.46,6.403529411764707,2011-11-18 13:23:00,4
12445.0,1,62,1,7.9875,133.4,62.0,4.0,11,17,18,22,0.0,133.4,15.5,2011-11-17 18:43:00,3
12446.0,1,352,1,4.277586206896552,1002.3099999999997,352.0,58.0,10,13,12,57,0.0,1002.3099999999997,6.068965517241379,2011-10-13 12:50:00,3
12447.0,1,190,1,3.574230769230769,476.49,190.0,26.0,4,10,13,243,0.0,476.49,7.3076923076923075,2011-04-10 13:25:00,0
12448.0,1,243,1,5.951818181818182,449.45000000000016,243.0,22.0,10,26,13,44,0.0,449.45000000000016,11.045454545454543,2011-10-26 13:46:00,3
12449.0,4,1553,4,3.6947120418848183,1016.8225,388.25,47.75,8,8,11,22,40.75,4067.2900000000013,8.029794111255978,2011-11-17 13:46:00,4
12450.0,2,128,2,1.6175000000000002,98.94,64.0,4.0,6,12,14,156,8.5,197.88,21.33333333333333,2011-07-06 14:41:00,0
12451.0,5,6575,5,2.450084745762712,1807.104,1315.0,70.8,7,15,11,10,62.2,9035.52,16.744109708843222,2011-11-29 08:40:00,4
12452.0,2,185,1,4.485,215.28500000000003,92.5,11.0,11,23,9,16,0.0,430.57000000000005,5.357142857142857,2011-11-23 10:28:00,3
12453.0,1,473,1,2.3932558139534894,707.0899999999998,473.0,43.0,7,28,14,134,0.0,707.0899999999998,11.0,2011-07-28 14:08:00,3
12454.0,1,1006,1,7.282000000000001,3528.34,1006.0,15.0,10,14,17,56,0.0,3528.34,67.06666666666666,2011-10-14 17:13:00,3
12455.0,6,2089,6,3.173333333333337,411.14333333333326,348.16666666666674,15.0,5,12,12,73,36.833333333333336,2466.859999999997,13.219392802319634,2011-09-27 15:31:00,4
12456.0,3,1633,3,3.6245599999999967,1060.3466666666666,544.3333333333334,41.66666666666666,6,29,12,44,69.66666666666667,3181.039999999998,13.056062817038427,2011-10-26 14:41:00,4
12457.0,7,844,7,5.272063492063489,337.6042857142857,120.57142857142857,8.857142857142858,7,14,13,66,24.142857142857146,2363.23,34.35905271199389,2011-10-04 13:13:00,4
12458.0,2,506,2,4.326315789473685,473.7000000000001,253.0,19.0,5,28,12,71,106.5,947.4,13.31578947368421,2011-09-29 15:25:00,4
12461.0,2,287,2,4.258857142857143,413.44000000000005,143.5,17.5,8,7,13,94,30.0,826.8800000000001,6.647058823529411,2011-09-06 16:57:00,3
12462.0,2,536,2,4.689516129032256,594.795,268.0,31.0,6,15,11,18,142.0,1189.59,9.246590909090909,2011-11-21 09:11:00,4
12463.0,4,776,4,3.0434939759036137,336.19500000000005,194.0,20.75,6,15,12,53,46.5,1344.7799999999995,9.348501317523056,2011-10-17 13:44:00,4
12464.0,8,112,7,11.832758620689653,151.50625000000005,14.0,3.625,6,20,12,10,37.0,1212.0499999999995,3.9416666666666655,2011-11-29 13:33:00,4
12465.0,2,479,2,2.76,371.095,239.5,23.5,8,22,14,17,76.0,742.1900000000003,10.058608058608057,2011-11-22 16:34:00,4
12468.0,2,366,2,3.515000000000001,364.77,183.0,19.0,3,16,12,187,64.0,729.54,9.887820512820513,2011-06-05 11:36:00,0
12471.0,30,8212,20,4.300369565217399,660.8016666666666,273.73333333333335,15.3,7,14,11,2,11.766666666666667,19824.049999999945,15.686487501836949,2011-12-07 15:43:00,4
12472.0,7,4148,7,2.3976696165191735,938.8728571428572,592.5714285714286,48.42857142857143,7,15,12,32,47.714285714285715,6572.110000000002,12.490539516343206,2011-11-07 14:01:00,4
12473.0,5,2439,4,8.323928571428569,787.71,487.8,33.0,9,11,11,29,32.2,3938.55,9.361925133689839,2011-11-10 13:46:00,4
12474.0,18,4847,17,2.865660377358491,409.7661111111112,269.27777777777777,23.444444444444446,6,18,12,17,16.833333333333332,7375.789999999997,10.923987080159344,2011-11-22 14:39:00,4
12475.0,1,535,1,2.9411111111111112,723.38,535.0,36.0,10,17,10,53,0.0,723.38,14.861111111111109,2011-10-17 10:10:00,3
12476.0,11,2408,10,4.83103004291846,619.6745454545453,218.9090909090909,21.09090909090909,7,18,12,15,31.0,6816.420000000005,8.933927303244584,2011-11-24 12:40:00,4
12477.0,6,3653,6,4.383200000000007,2203.2899999999995,608.8333333333334,50.0,7,15,10,22,46.16666666666666,13219.73999999999,12.108676338281605,2011-11-17 09:51:00,4
12478.0,1,236,1,4.537777777777778,680.9900000000002,236.0,36.0,12,6,9,3,0.0,680.9900000000002,6.5555555555555545,2011-12-06 09:56:00,3
12479.0,1,385,1,2.668709677419355,527.2,385.0,31.0,11,28,13,11,0.0,527.2,12.419354838709678,2011-11-28 13:26:00,3
12480.0,4,1707,4,3.134415584415583,820.4075000000001,426.75,38.5,5,13,14,28,76.75,3281.630000000001,11.081459137709135,2011-11-11 14:52:00,4
12481.0,10,3304,8,3.4149769585253433,559.632,330.4,21.6,6,16,10,22,33.9,5596.320000000002,15.554835796387525,2011-11-17 08:29:00,4
12483.0,8,1110,8,5.198133333333332,310.62250000000006,138.75,9.375,6,15,12,17,39.625,2484.980000000001,14.15382013819514,2011-11-22 17:02:00,4
12484.0,6,2191,6,3.1260982658959606,756.9533333333335,365.16666666666674,55.5,7,15,12,32,50.16666666666666,4541.720000000001,6.02707541396066,2011-11-07 11:37:00,4
12488.0,3,529,3,3.7347272727272713,432.8866666666667,176.33333333333337,18.33333333333333,10,28,9,9,21.66666666666667,1298.66,10.301587301587302,2011-11-30 08:50:00,3
12489.0,1,105,1,5.908000000000001,334.92999999999995,105.0,15.0,1,7,13,336,0.0,334.92999999999995,7.0,2011-01-07 13:13:00,0
12490.0,10,3064,10,2.6928571428571435,541.7930000000001,306.4,24.5,8,14,12,5,32.1,5417.9299999999985,12.311974181169589,2011-12-04 16:07:00,4
12491.0,1,260,1,3.3769230769230782,460.40000000000015,260.0,25.0,11,1,12,38,0.0,460.40000000000015,10.4,2011-11-01 12:18:00,3
12492.0,2,192,2,3.347500000000001,131.605,96.0,10.0,9,16,14,63,21.0,263.21,9.424242424242424,2011-10-07 15:15:00,3
12493.0,2,207,2,4.3090909090909095,216.87,103.5,11.0,5,26,12,165,15.5,433.74,9.616666666666667,2011-06-27 10:17:00,0
12494.0,7,707,7,3.862207792207792,178.01428571428573,101.0,11.0,8,17,11,15,49.42857142857143,1246.1000000000004,7.820191713048856,2011-11-24 09:34:00,4
12497.0,1,1236,1,2.06,1043.1,1236.0,14.0,9,19,12,81,0.0,1043.1,88.2857142857143,2011-09-19 12:29:00,3
12498.0,3,159,2,4.197826086956524,134.56666666666666,53.0,7.666666666666668,10,16,11,21,12.0,403.7,6.644230769230768,2011-11-18 12:53:00,3
12500.0,11,2678,10,5.636885245901638,387.07454545454544,243.45454545454547,5.545454545454546,6,16,11,23,27.90909090909091,4257.8200000000015,47.95870392234029,2011-11-16 16:20:00,4
12501.0,1,1783,1,2.4126845637583907,2169.3899999999994,1783.0,149.0,1,7,12,336,0.0,2169.3899999999994,11.966442953020135,2011-01-07 12:28:00,0
12502.0,5,820,5,6.425238095238101,744.7740000000001,164.0,29.4,5,6,10,95,42.6,3723.87,5.586236559139785,2011-09-05 11:52:00,4
12504.0,2,90,2,9.011111111111113,241.025,45.0,4.5,11,15,15,18,6.0,482.05,7.75,2011-11-21 16:02:00,3
12506.0,1,23,1,3.195652173913045,73.50000000000003,23.0,23.0,4,21,8,232,0.0,73.50000000000003,1.0,2011-04-21 08:54:00,0
12507.0,3,905,3,4.641818181818182,434.93666666666667,301.6666666666667,7.333333333333332,5,16,12,134,54.66666666666666,1304.81,37.407051282051285,2011-07-28 17:09:00,4
12508.0,2,272,2,1.7204347826086959,199.135,136.0,32.0,11,11,15,26,1.0,398.27,4.188986232790988,2011-11-13 15:37:00,3
12509.0,1,55,1,5.564285714285715,176.5,55.0,7.0,2,28,14,284,0.0,176.5,7.857142857142858,2011-02-28 14:45:00,0
12510.0,2,353,2,4.263333333333335,491.285,176.5,16.5,4,19,12,142,91.0,982.57,12.44396551724138,2011-07-20 10:15:00,4
12512.0,2,99,1,2.5794117647058834,69.01500000000003,49.5,15.5,10,4,14,66,0.0,138.03000000000006,2.6379310344827593,2011-10-04 14:55:00,3
12513.0,1,462,1,2.180571428571428,612.2900000000002,462.0,35.0,8,19,10,112,0.0,612.2900000000002,13.2,2011-08-19 10:51:00,3
12514.0,1,440,1,3.2968627450980383,1017.6800000000003,440.0,51.0,3,17,16,267,0.0,1017.6800000000003,8.627450980392156,2011-03-17 16:38:00,0
12515.0,1,131,1,6.781250000000001,383.7,131.0,16.0,12,21,15,353,0.0,383.7,8.1875,2010-12-21 15:43:00,0
12516.0,2,875,2,2.7257692307692305,656.03,437.5,13.0,7,17,10,77,51.0,1312.06,33.653846153846146,2011-09-23 09:13:00,4
12517.0,5,1371,4,2.3527464788732373,500.568,274.2,54.2,9,11,13,28,32.0,2502.8399999999983,5.662642512077294,2011-11-11 14:04:00,3
12518.0,5,1318,5,2.8371774193548362,411.37800000000004,263.6,24.8,10,15,11,0,21.6,2056.8899999999994,10.706545454545452,2011-12-09 10:13:00,3
12519.0,1,183,1,2.991111111111111,340.84,183.0,17.0,10,7,9,63,0.0,340.84,10.764705882352944,2011-10-07 09:26:00,3
12520.0,5,1439,5,3.288421052631576,526.8520000000002,287.8,30.4,5,19,11,79,38.6,2634.26,8.9724833716169,2011-09-21 15:23:00,4
12521.0,1,309,1,2.9957894736842112,599.6800000000002,309.0,38.0,7,20,10,142,0.0,599.6800000000002,8.131578947368421,2011-07-20 10:51:00,3
12522.0,2,194,2,5.0008333333333335,96.36,97.0,6.0,10,25,14,39,6.0,192.72000000000003,16.166666666666668,2011-10-31 15:30:00,3
12523.0,11,865,11,4.935471698113206,162.70636363636362,78.63636363636364,9.636363636363637,6,17,12,19,28.0,1789.7700000000007,7.89932844932845,2011-11-20 12:55:00,4
12524.0,8,3699,8,2.9170833333333337,560.715,462.375,18.0,5,15,12,9,40.125,4485.719999999998,25.080513010540184,2011-11-30 15:31:00,4
12526.0,3,632,3,3.3538028169014082,438.88666666666666,210.66666666666663,23.66666666666667,10,10,11,0,31.0,1316.6600000000005,8.509283819628648,2011-12-09 12:09:00,3
12527.0,3,234,3,2.9294444444444445,116.23666666666668,78.0,6.0,4,18,10,81,81.0,348.7100000000001,12.411111111111113,2011-09-19 11:55:00,4
12528.0,6,756,6,5.4879347826086935,322.2466666666666,126.0,15.333333333333336,6,17,11,9,50.33333333333334,1933.4800000000007,7.978487730907086,2011-11-30 14:40:00,4
12530.0,4,913,4,3.885454545454546,415.57000000000005,228.25,16.5,5,11,10,59,69.0,1662.2799999999993,13.474385482938116,2011-10-11 12:34:00,4
12531.0,1,45,1,3.8094117647058825,125.22,45.0,17.0,11,25,11,14,0.0,125.22,2.647058823529412,2011-11-25 11:12:00,3
12532.0,1,153,1,3.698125000000001,349.83,153.0,16.0,11,9,13,30,0.0,349.83,9.5625,2011-11-09 13:47:00,3
12534.0,1,651,1,3.0353968253968238,1089.18,651.0,63.0,8,1,10,130,0.0,1089.18,10.333333333333334,2011-08-01 10:26:00,3
12535.0,2,219,2,4.451470588235294,358.17500000000007,109.5,17.0,7,7,10,91,47.0,716.3500000000001,6.4444444444444455,2011-09-09 08:48:00,4
12536.0,3,2803,2,34.75452107279693,4200.6100000000015,934.3333333333335,87.0,10,21,14,43,5.0,12601.830000000005,4.271557271557271,2011-10-27 14:20:00,3
12538.0,1,191,1,3.6433333333333344,363.95,191.0,21.0,11,10,17,29,0.0,363.95,9.095238095238095,2011-11-10 17:16:00,3
12539.0,4,2067,4,4.176520146520155,1392.0875,516.75,68.25,4,19,12,22,77.5,5568.349999999995,7.953421594034872,2011-11-17 13:30:00,4
12540.0,17,6685,17,3.8470502092050283,788.2494117647058,393.2352941176471,28.117647058823533,7,14,12,19,19.647058823529417,13400.23999999999,13.70990894354268,2011-11-20 11:31:00,4
12541.0,3,680,3,3.615769230769229,327.05999999999995,226.66666666666663,17.333333333333332,6,11,11,29,83.33333333333333,981.1800000000003,13.241755793226382,2011-11-10 10:40:00,4
12544.0,1,136,1,4.106315789473685,372.7,136.0,19.0,11,3,16,36,0.0,372.7,7.157894736842105,2011-11-03 16:15:00,3
12545.0,2,523,2,4.023799999999998,500.195,261.5,25.0,6,25,12,75,92.0,1000.39,10.619485294117649,2011-09-25 13:39:00,4
12546.0,2,633,2,3.1992753623188395,580.75,316.5,34.5,9,23,10,46,15.5,1161.5,8.569444444444445,2011-10-24 12:09:00,3
12547.0,2,134,2,7.95,103.9,67.0,4.0,4,15,12,197,41.0,207.8,15.333333333333336,2011-05-26 12:38:00,0
12548.0,1,49,1,6.7200000000000015,95.2,49.0,5.0,6,26,15,166,0.0,95.2,9.8,2011-06-26 15:35:00,0
12550.0,1,569,1,3.090350877192982,964.8299999999994,569.0,57.0,9,21,14,79,0.0,964.8299999999994,9.982456140350877,2011-09-21 14:35:00,3
12551.0,1,100,1,1.6800000000000002,168.0,100.0,10.0,12,17,11,357,0.0,168.0,10.0,2010-12-17 11:23:00,0
12552.0,2,88,2,9.1155,218.91,44.0,10.0,10,16,11,38,0.0,437.82,3.736842105263158,2011-11-01 10:02:00,3
12553.0,10,1965,10,3.199633507853402,369.228,196.5,19.1,6,13,12,8,31.7,3692.280000000001,10.830204389432078,2011-12-01 16:38:00,4
12556.0,2,358,2,2.662314049586775,301.8549999999999,179.0,57.0,8,15,13,50,50.0,603.7099999999998,3.161111111111111,2011-10-20 13:06:00,4
12557.0,5,4384,5,2.1766666666666667,2398.192,876.8,6.6,6,13,13,16,70.6,11990.96,154.48,2011-11-23 16:59:00,4
12558.0,1,196,1,1.25,269.96000000000004,196.0,11.0,12,2,10,7,0.0,269.96000000000004,17.818181818181817,2011-12-02 10:41:00,3
12559.0,2,283,2,3.5490476190476192,280.855,141.5,10.5,1,13,9,310,4.0,561.7099999999998,24.175,2011-02-02 09:49:00,0
12560.0,3,1110,3,2.856285714285713,711.3366666666667,370.0,35.0,9,14,14,5,45.33333333333334,2134.01,9.680451127819547,2011-12-04 13:54:00,3
12561.0,1,177,1,2.9643750000000004,238.85,177.0,16.0,2,10,11,302,0.0,238.85,11.0625,2011-02-10 11:39:00,0
12562.0,7,1779,7,3.188214285714281,540.2485714285714,254.14285714285717,24.0,8,13,12,8,26.857142857142854,3781.7400000000025,10.69283205775298,2011-12-01 17:20:00,4
12564.0,1,133,1,5.576190476190477,456.90000000000015,133.0,21.0,3,23,14,261,0.0,456.90000000000015,6.333333333333332,2011-03-23 14:55:00,0
12565.0,1,80,1,2.351111111111111,145.92,80.0,9.0,2,24,10,288,0.0,145.92,8.888888888888891,2011-02-24 10:34:00,0
